submitted_name	matched_name	label
Mormopterus_norfolkensis	Mormopterus norfolkensis	Mormopterus_norfolkensis
Mormopterus_eleryi	Mormopterus eleryi	Mormopterus_eleryi
Tadarida_insignis	Tadarida insignis	Tadarida_insignis
Tadarida_teniotis	Tadarida teniotis	Tadarida_teniotis
Tadarida_fulminans	Tadarida fulminans	Tadarida_fulminans
Molossus_sinaloae	Molossus sinaloae	Molossus_sinaloae
Chaerephon_plicatus	Chaerephon plicatus	Chaerephon_plicatus
Mops_mops	Mops mops	Mops_mops
Chaerephon_nigeriae	Chaerephon nigeriae	Chaerephon_nigeriae
Mops_midas	Mops midas	Mops_midas
Chaerephon_chapini	Chaerephon chapini	Chaerephon_chapini
Mops_bakarii	Mops bakarii	Mops_bakarii
Mops_condylurus	Mops condylurus	Mops_condylurus
Mops_leucostigma	Mops leucostigma	Mops_leucostigma
Chaerephon_atsinanana	Chaerephon atsinanana	Chaerephon_atsinanana
Chaerephon_pumilus	Chaerephon pumilus	Chaerephon_pumilus
Chaerephon_ansorgei	Chaerephon ansorgei	Chaerephon_ansorgei
Chaerephon_jobensis	Chaerephon jobensis	Chaerephon_jobensis
Tadarida_jobimena	Tadarida jobimena	Tadarida_jobimena
Tadarida_aegyptiaca	Tadarida aegyptiaca	Tadarida_aegyptiaca
Cheiromeles_parvidens	Cheiromeles parvidens	Cheiromeles_parvidens
Mormopterus_jugularis	Mormopterus jugularis	Mormopterus_jugularis
Mormopterus_francoismoutoui	Mormopterus francoismoutoui	Mormopterus_francoismoutoui
Miniopterus_schreibersii	Miniopterus schreibersii	Miniopterus_schreibersii
Miniopterus_fuscus	Miniopterus fuscus	Miniopterus_fuscus
Miniopterus_fuliginosus	Miniopterus fuliginosus	Miniopterus_fuliginosus
Miniopterus_magnater	Miniopterus magnater	Miniopterus_magnater
Miniopterus_pusillus	Miniopterus pusillus	Miniopterus_pusillus
Miniopterus_macrocneme	Miniopterus macrocneme	Miniopterus_macrocneme
Miniopterus_australis	Miniopterus australis	Miniopterus_australis
Miniopterus_medius	Miniopterus medius	Miniopterus_medius
Miniopterus_tristis	Miniopterus tristis	Miniopterus_tristis
Miniopterus_inflatus	Miniopterus inflatus	Miniopterus_inflatus
Miniopterus_natalensis	Miniopterus natalensis	Miniopterus_natalensis
Miniopterus_majori	Miniopterus majori	Miniopterus_majori
Miniopterus_griffithsi	Miniopterus griffithsi	Miniopterus_griffithsi
Miniopterus_gleni	Miniopterus gleni	Miniopterus_gleni
Miniopterus_aelleni	Miniopterus aelleni	Miniopterus_aelleni
Miniopterus_manavi	Miniopterus manavi	Miniopterus_manavi
Miniopterus_petersoni	Miniopterus petersoni	Miniopterus_petersoni
Miniopterus_griveaudi	Miniopterus griveaudi	Miniopterus_griveaudi
Miniopterus_minor	Miniopterus minor	Miniopterus_minor
Miniopterus_fraterculus	Miniopterus fraterculus	Miniopterus_fraterculus
Scotophilus_kuhlii	Scotophilus kuhlii	Scotophilus_kuhlii
Scotophilus_nux	Scotophilus nux	Scotophilus_nux
Scotophilus_leucogaster	Scotophilus leucogaster	Scotophilus_leucogaster
Scotophilus_viridis	Scotophilus viridis	Scotophilus_viridis
Scotophilus_heathii	Scotophilus heathii	Scotophilus_heathii
Scotophilus_nigrita	Scotophilus nigrita	Scotophilus_nigrita
Scotophilus_robustus	Scotophilus robustus	Scotophilus_robustus
Scotophilus_livingstonii	Scotophilus livingstonii	Scotophilus_livingstonii
Scotophilus_borbonicus	Scotophilus borbonicus	Scotophilus_borbonicus
Scotophilus_andrewreborii	Scotophilus andrewreborii	Scotophilus_andrewreborii
Scotophilus_trujilloi	Scotophilus trujilloi	Scotophilus_trujilloi
Scotophilus_ejetai	Scotophilus ejetai	Scotophilus_ejetai
Scotophilus_dinganii	Scotophilus dinganii	Scotophilus_dinganii
Scotophilus_tandrefana	Scotophilus tandrefana	Scotophilus_tandrefana
Scotophilus_marovaza	Scotophilus marovaza	Scotophilus_marovaza
Eptesicus_fuscus	Eptesicus fuscus	Eptesicus_fuscus
Eptesicus_brasiliensis	Eptesicus brasiliensis	Eptesicus_brasiliensis
Eptesicus_furinalis	Eptesicus furinalis	Eptesicus_furinalis
Eptesicus_diminutus	Eptesicus diminutus	Eptesicus_diminutus
Eptesicus_chiriquinus	Eptesicus chiriquinus	Eptesicus_chiriquinus
Eptesicus_isabellinus	Eptesicus isabellinus	Eptesicus_isabellinus
Histiotus_magellanicus	Histiotus magellanicus	Histiotus_magellanicus
Histiotus_macrotus	Histiotus macrotus	Histiotus_macrotus
Eptesicus_hottentotus	Eptesicus hottentotus	Eptesicus_hottentotus
Eptesicus_bobrinskoi	Eptesicus bobrinskoi	Eptesicus_bobrinskoi
Eptesicus_gobiensis	Eptesicus gobiensis	Eptesicus_gobiensis
Eptesicus_nilssonii	Eptesicus nilssonii	Eptesicus_nilssonii
Eptesicus_serotinus	Eptesicus serotinus	Eptesicus_serotinus
Eptesicus_pachyomus	Eptesicus pachyomus	Eptesicus_pachyomus
Eptesicus_bottae	Eptesicus bottae	Eptesicus_bottae
Lasionycteris_noctivagans	Lasionycteris noctivagans	Lasionycteris_noctivagans
Hesperoptenus_tomesi	Hesperoptenus tomesi	Hesperoptenus_tomesi
Ia_io	Ia io	Ia_io
Scotomanes_ornatus	Scotomanes ornatus	Scotomanes_ornatus
Arielulus_circumdatus	Arielulus circumdatus	Arielulus_circumdatus
Glauconycteris_variegata	Glauconycteris variegata	Glauconycteris_variegata
Glauconycteris_argentata	Glauconycteris argentata	Glauconycteris_argentata
Glauconycteris_egeria	Glauconycteris egeria	Glauconycteris_egeria
Arielulus_aureocollaris	Arielulus aureocollaris	Arielulus_aureocollaris
Hesperoptenus_blanfordi	Hesperoptenus blanfordi	Hesperoptenus_blanfordi
Glauconycteris_poensis	Glauconycteris poensis	Glauconycteris_poensis
Glauconycteris_beatrix	Glauconycteris beatrix	Glauconycteris_beatrix
Pipistrellus_nathusii	Pipistrellus nathusii	Pipistrellus_nathusii
Pipistrellus_hanaki	Pipistrellus hanaki	Pipistrellus_hanaki
Pipistrellus_pygmaeus	Pipistrellus pygmaeus	Pipistrellus_pygmaeus
Pipistrellus_pipistrellus	Pipistrellus pipistrellus	Pipistrellus_pipistrellus
Pipistrellus_kuhlii	Pipistrellus kuhlii	Pipistrellus_kuhlii
Pipistrellus_maderensis	Pipistrellus maderensis	Pipistrellus_maderensis
Pipistrellus_deserti	Pipistrellus deserti	Pipistrellus_deserti
Pipistrellus_hesperidus	Pipistrellus hesperidus	Pipistrellus_hesperidus
Pipistrellus_ceylonicus	Pipistrellus ceylonicus	Pipistrellus_ceylonicus
Pipistrellus_abramus	Pipistrellus abramus	Pipistrellus_abramus
Pipistrellus_paterculus	Pipistrellus paterculus	Pipistrellus_paterculus
Pipistrellus_javanicus	Pipistrellus javanicus	Pipistrellus_javanicus
Pipistrellus_tenuis	Pipistrellus tenuis	Pipistrellus_tenuis
Pipistrellus_coromandra	Pipistrellus coromandra	Pipistrellus_coromandra
Pipistrellus_stenopterus	Pipistrellus stenopterus	Pipistrellus_stenopterus
Glischropus_tylopus	Glischropus tylopus	Glischropus_tylopus
Nyctalus_plancyi	Nyctalus plancyi	Nyctalus_plancyi
Nyctalus_azoreum	Nyctalus azoreum	Nyctalus_azoreum
Nyctalus_leisleri	Nyctalus leisleri	Nyctalus_leisleri
Nyctalus_noctula	Nyctalus noctula	Nyctalus_noctula
Nyctalus_aviator	Nyctalus aviator	Nyctalus_aviator
Nyctalus_lasiopterus	Nyctalus lasiopterus	Nyctalus_lasiopterus
Pipistrellus_rueppellii	Pipistrellus rueppellii	Pipistrellus_rueppellii
Scotoecus_hirundo	Scotoecus hirundo	Scotoecus_hirundo
Vespertilio_murinus	Vespertilio murinus	Vespertilio_murinus
Vespertilio_sinensis	Vespertilio sinensis	Vespertilio_sinensis
Philetor_brachypterus	Philetor brachypterus	Philetor_brachypterus
Eptesicus_dimissus	Eptesicus dimissus	Eptesicus_dimissus
Tylonycteris_pachypus	Tylonycteris pachypus	Tylonycteris_pachypus
Tylonycteris_robustula	Tylonycteris robustula	Tylonycteris_robustula
Pipistrellus_eisentrauti	Pipistrellus eisentrauti	Pipistrellus_eisentrauti
Pipistrellus_crassulus	Pipistrellus crassulus	Pipistrellus_crassulus
Nycticeinops_schlieffeni	Nycticeinops schlieffeni	Nycticeinops_schlieffeni
Pipistrellus_ariel	Pipistrellus ariel	Pipistrellus_ariel
Pipistrellus_savii	Pipistrellus savii	Pipistrellus_savii
Pipistrellus_alaschanicus	Pipistrellus Kaup	Pipistrellus_Kaup
Nyctophilus_arnhemensis	Nyctophilus arnhemensis	Nyctophilus_arnhemensis
Falsistrellus_petersi	Falsistrellus petersi	Falsistrellus_petersi
Pipistrellus_cadornae	Pipistrellus cadornae	Pipistrellus_cadornae
Pipistrellus_pulveratus	Pipistrellus pulveratus	Pipistrellus_pulveratus
Chalinolobus_nigrogriseus	Chalinolobus nigrogriseus	Chalinolobus_nigrogriseus
Chalinolobus_tuberculatus	Chalinolobus tuberculatus	Chalinolobus_tuberculatus
Neoromicia_nana	Neoromicia nana	Neoromicia_nana
Neoromicia_roseveari	Neoromicia roseveari	Neoromicia_roseveari
Neoromicia_brunnea	Neoromicia brunnea	Neoromicia_brunnea
Neoromicia_tenuipinnis	Neoromicia tenuipinnis	Neoromicia_tenuipinnis
Neoromicia_rendalli	Neoromicia rendalli	Neoromicia_rendalli
Neoromicia_guineensis	Neoromicia guineensis	Neoromicia_guineensis
Neoromicia_somalica	Neoromicia somalica	Neoromicia_somalica
Hypsugo_bemainty	Hypsugo bemainty	Hypsugo_bemainty
Hypsugo_anchietae	Hypsugo anchietae	Hypsugo_anchietae
Laephotis_namibensis	Laephotis namibensis	Laephotis_namibensis
Laephotis_wintoni	Laephotis wintoni	Laephotis_wintoni
Laephotis_botswanae	Laephotis botswanae	Laephotis_botswanae
Neoromicia_malagasyensis	Neoromicia malagasyensis	Neoromicia_malagasyensis
Neoromicia_robertsi	Neoromicia robertsi	Neoromicia_robertsi
Neoromicia_capensis	Neoromicia capensis	Neoromicia_capensis
Neoromicia_matroka	Neoromicia matroka	Neoromicia_matroka
Vespadelus_regulus	Vespadelus regulus	Vespadelus_regulus
Vespadelus_vulturnus	Vespadelus vulturnus	Vespadelus_vulturnus
Chalinolobus_morio	Chalinolobus morio	Chalinolobus_morio
Chalinolobus_gouldii	Chalinolobus gouldii	Chalinolobus_gouldii
Eptesicus_nasutus	Eptesicus nasutus	Eptesicus_nasutus
Barbastella_leucomelas	Barbastella leucomelas	Barbastella_leucomelas
Barbastella_beijingensis	Barbastella beijingensis	Barbastella_beijingensis
Barbastella_barbastellus	Barbastella barbastellus	Barbastella_barbastellus
Euderma_maculatum	Euderma maculatum	Euderma_maculatum
Plecotus_austriacus	Plecotus austriacus	Plecotus_austriacus
Plecotus_teneriffae	Plecotus teneriffae	Plecotus_teneriffae
Plecotus_kolombatovici	Plecotus kolombatovici	Plecotus_kolombatovici
Plecotus_balensis	Plecotus balensis	Plecotus_balensis
Plecotus_christii	Plecotus christii	Plecotus_christii
Idionycteris_phyllotis	Idionycteris phyllotis	Idionycteris_phyllotis
Plecotus_auritus	Plecotus auritus	Plecotus_auritus
Plecotus_ognevi	Plecotus ognevi	Plecotus_ognevi
Plecotus_sardus	Plecotus sardus	Plecotus_sardus
Plecotus_macrobullaris	Plecotus macrobullaris	Plecotus_macrobullaris
Corynorhinus_townsendii	Corynorhinus townsendii	Corynorhinus_townsendii
Corynorhinus_mexicanus	Corynorhinus mexicanus	Corynorhinus_mexicanus
Corynorhinus_rafinesquii	Corynorhinus rafinesquii	Corynorhinus_rafinesquii
Lasiurus_ega	Lasiurus ega	Lasiurus_ega
Lasiurus_xanthinus	Lasiurus xanthinus	Lasiurus_xanthinus
Lasiurus_intermedius	Lasiurus intermedius	Lasiurus_intermedius
Lasiurus_borealis	Lasiurus borealis	Lasiurus_borealis
Lasiurus_atratus	Lasiurus atratus	Lasiurus_atratus
Lasiurus_seminolus	Lasiurus seminolus	Lasiurus_seminolus
Lasiurus_blossevillii	Lasiurus blossevillii	Lasiurus_blossevillii
Lasiurus_egregius	Lasiurus egregius	Lasiurus_egregius
Lasiurus_cinereus	Lasiurus cinereus	Lasiurus_cinereus
Pipistrellus_subflavus	Pipistrellus subflavus	Pipistrellus_subflavus
Parastrellus_hesperus	Parastrellus hesperus	Parastrellus_hesperus
Otonycteris_hemprichii	Otonycteris hemprichii	Otonycteris_hemprichii
Bauerus_dubiaquercus	Bauerus dubiaquercus	Bauerus_dubiaquercus
Antrozous_pallidus	Antrozous pallidus	Antrozous_pallidus
Rhogeessa_alleni	Rhogeessa alleni	Rhogeessa_alleni
Rhogeessa_gracilis	Rhogeessa gracilis	Rhogeessa_gracilis
Rhogeessa_mira	Rhogeessa mira	Rhogeessa_mira
Rhogeessa_parvula	Rhogeessa parvula	Rhogeessa_parvula
Rhogeessa_tumida	Rhogeessa tumida	Rhogeessa_tumida
Rhogeessa_genowaysi	Rhogeessa genowaysi	Rhogeessa_genowaysi
Rhogeessa_io	Rhogeessa io	Rhogeessa_io
Rhogeessa_aeneus	Rhogeessa aeneus	Rhogeessa_aeneus
Nycticeius_humeralis	Nycticeius humeralis	Nycticeius_humeralis
Kerivoula_picta	Kerivoula picta	Kerivoula_picta
Kerivoula_pellucida	Kerivoula pellucida	Kerivoula_pellucida
Kerivoula_papillosa	Kerivoula papillosa	Kerivoula_papillosa
Kerivoula_lenis	Kerivoula lenis	Kerivoula_lenis
Kerivoula_minuta	Kerivoula minuta	Kerivoula_minuta
Kerivoula_intermedia	Kerivoula intermedia	Kerivoula_intermedia
Kerivoula_hardwickii	Kerivoula hardwickii	Kerivoula_hardwickii
Kerivoula_kachinensis	Kerivoula kachinensis	Kerivoula_kachinensis
Kerivoula_titania	Kerivoula titania	Kerivoula_titania
Kerivoula_whiteheadi	Kerivoula whiteheadi	Kerivoula_whiteheadi
Kerivoula_krauensis	Kerivoula krauensis	Kerivoula_krauensis
Murina_hilgendorfi	Murina hilgendorfi	Murina_hilgendorfi
Murina_shuipuensis	Murina shuipuensis	Murina_shuipuensis
Murina_leucogaster	Murina leucogaster	Murina_leucogaster
Murina_bicolor	Murina bicolor	Murina_bicolor
Murina_puta	Murina puta	Murina_puta
Murina_rozendaali	Murina rozendaali	Murina_rozendaali
Murina_cineracea	Murina cineracea	Murina_cineracea
Murina_pluvialis	Murina pluvialis	Murina_pluvialis
Murina_tubinaris	Murina tubinaris	Murina_tubinaris
Murina_jaintiana	Murina jaintiana	Murina_jaintiana
Murina_walstoni	Murina walstoni	Murina_walstoni
Murina_florium	Murina florium	Murina_florium
Murina_suilla	Murina suilla	Murina_suilla
Murina_annamitica	Murina annamitica	Murina_annamitica
Murina_aenea	Murina aenea	Murina_aenea
Murina_loreliae	Murina lorelieae	Murina_lorelieae
Murina_cyclotis	Murina cyclotis	Murina_cyclotis
Murina_fionae	Murina fionae	Murina_fionae
Murina_peninsularis	Murina peninsularis	Murina_peninsularis
Murina_aurata	Murina aurata	Murina_aurata
Murina_eleryi	Murina eleryi	Murina_eleryi
Murina_recondita	Murina recondita	Murina_recondita
Murina_gracilis	Murina gracilis	Murina_gracilis
Murina_huttoni	Murina huttoni	Murina_huttoni
Murina_ryukyuana	Murina ryukyuana	Murina_ryukyuana
Murina_ussuriensis	Murina ussuriensis	Murina_ussuriensis
Murina_tiensa	Murina tiensa	Murina_tiensa
Murina_harpioloides	Murina harpioloides	Murina_harpioloides
Murina_chrysochaetes	Murina chrysochaetes	Murina_chrysochaetes
Harpiola_isodon	Harpiola isodon	Harpiola_isodon
Harpiocephalus_mordax	Harpiocephalus mordax	Harpiocephalus_mordax
Harpiocephalus_harpia	Harpiocephalus harpia	Harpiocephalus_harpia
Submyotodon_latirostris	Submyotodon latirostris	Submyotodon_latirostris
Myotis_capaccinii	Myotis capaccinii	Myotis_capaccinii
Myotis_longipes	Myotis longipes	Myotis_longipes
Myotis_annamiticus	Myotis annamiticus	Myotis_annamiticus
Myotis_laniger	Myotis laniger	Myotis_laniger
Myotis_phanluongi	Myotis phanluongi	Myotis_phanluongi
Myotis_davidii	Myotis davidii	Myotis_davidii
Myotis_siligorensis	Myotis siligorensis	Myotis_siligorensis
Myotis_ridleyi	Myotis ridleyi	Myotis_ridleyi
Myotis_rosseti	Myotis rosseti	Myotis_rosseti
Myotis_horsfieldii	Myotis horsfieldii	Myotis_horsfieldii
Myotis_macrotarsus	Myotis macrotarsus	Myotis_macrotarsus
Myotis_hasseltii	Myotis hasseltii	Myotis_hasseltii
Myotis_macropus	Myotis macropus	Myotis_macropus
Myotis_adversus	Myotis adversus	Myotis_adversus
Myotis_daubentonii	Myotis daubentonii	Myotis_daubentonii
Myotis_petax	Myotis petax	Myotis_petax
Myotis_pilosus	Myotis pilosus	Myotis_pilosus
Myotis_fimbriatus	Myotis fimbriatus	Myotis_fimbriatus
Myotis_macrodactylus	Myotis macrodactylus	Myotis_macrodactylus
Myotis_hajastanicus	Myotis hajastanicus	Myotis_hajastanicus
Myotis_sicarius	Myotis sicarius	Myotis_sicarius
Myotis_bechsteinii	Myotis bechsteinii	Myotis_bechsteinii
Myotis_frater	Myotis frater	Myotis_frater
Myotis_blythii	Myotis blythii	Myotis_blythii
Myotis_myotis	Myotis myotis	Myotis_myotis
Myotis_punicus	Myotis punicus	Myotis_punicus
Myotis_escalerai	Myotis escalerai	Myotis_escalerai
Myotis_schaubi	Myotis schaubi	Myotis_schaubi
Myotis_bombinus	Myotis bombinus	Myotis_bombinus
Myotis_pequinius	Myotis pequinius	Myotis_pequinius
Myotis_chinensis	Myotis chinensis	Myotis_chinensis
Myotis_nattereri	Myotis nattereri	Myotis_nattereri
Myotis_gomantongensis	Myotis gomantongensis	Myotis_gomantongensis
Myotis_annectans	Myotis annectans	Myotis_annectans
Myotis_pruinosus	Myotis pruinosus	Myotis_pruinosus
Myotis_yanbarensis	Myotis yanbarensis	Myotis_yanbarensis
Myotis_secundus	Myotis secundus	Myotis_secundus
Myotis_montivagus	Myotis montivagus	Myotis_montivagus
Myotis_nipalensis	Myotis nipalensis	Myotis_nipalensis
Myotis_aurascens	Myotis aurascens	Myotis_aurascens
Myotis_altarium	Myotis altarium	Myotis_altarium
Myotis_ikonnikovi	Myotis ikonnikovi	Myotis_ikonnikovi
Myotis_muricola	Myotis muricola	Myotis_muricola
Myotis_dasycneme	Myotis dasycneme	Myotis_dasycneme
Myotis_bocagii	Myotis bocagii	Myotis_bocagii
Myotis_formosus	Myotis formosus	Myotis_formosus
Myotis_welwitschii	Myotis welwitschii	Myotis_welwitschii
Myotis_scotti	Myotis scotti	Myotis_scotti
Myotis_flavus	Myotis flavus	Myotis_flavus
Myotis_tricolor	Myotis tricolor	Myotis_tricolor
Myotis_emarginatus	Myotis emarginatus	Myotis_emarginatus
Myotis_anjouanensis	Myotis anjouanensis	Myotis_anjouanensis
Myotis_goudoti	Myotis goudoti	Myotis_goudoti
Myotis_alcathoe	Myotis alcathoe	Myotis_alcathoe
Myotis_mystacinus	Myotis mystacinus	Myotis_mystacinus
Myotis_albescens	Myotis albescens	Myotis_albescens
Myotis_chiloensis	Myotis chiloensis	Myotis_chiloensis
Myotis_velifer	Myotis velifer	Myotis_velifer
Myotis_yumanensis	Myotis yumanensis	Myotis_yumanensis
Myotis_vivesi	Myotis vivesi	Myotis_vivesi
Myotis_martiniquensis	Myotis martiniquensis	Myotis_martiniquensis
Myotis_nesopolus	Myotis nesopolus	Myotis_nesopolus
Myotis_dominicensis	Myotis dominicensis	Myotis_dominicensis
Myotis_atacamensis	Myotis atacamensis	Myotis_atacamensis
Myotis_austroriparius	Myotis austroriparius	Myotis_austroriparius
Myotis_grisescens	Myotis grisescens	Myotis_grisescens
Myotis_fortidens	Myotis fortidens	Myotis_fortidens
Myotis_nigricans	Myotis nigricans	Myotis_nigricans
Myotis_oxyotus	Myotis oxyotus	Myotis_oxyotus
Myotis_levis	Myotis levis	Myotis_levis
Myotis_ruber	Myotis ruber	Myotis_ruber
Myotis_simus	Myotis simus	Myotis_simus
Myotis_riparius	Myotis riparius	Myotis_riparius
Myotis_elegans	Myotis elegans	Myotis_elegans
Myotis_keaysi	Myotis keaysi	Myotis_keaysi
Myotis_brandtii	Myotis brandtii	Myotis_brandtii
Myotis_thysanodes	Myotis thysanodes	Myotis_thysanodes
Myotis_keenii	Myotis keenii	Myotis_keenii
Myotis_evotis	Myotis evotis	Myotis_evotis
Myotis_lucifugus	Myotis lucifugus	Myotis_lucifugus
Myotis_sodalis	Myotis sodalis	Myotis_sodalis
Myotis_volans	Myotis volans	Myotis_volans
Myotis_auriculus	Myotis auriculus	Myotis_auriculus
Myotis_septentrionalis	Myotis septentrionalis	Myotis_septentrionalis
Myotis_leibii	Myotis leibii	Myotis_leibii
Myotis_californicus	Myotis californicus	Myotis_californicus
Myotis_melanorhinus	Myotis melanorhinus	Myotis_melanorhinus
Myotis_ciliolabrum	Myotis ciliolabrum	Myotis_ciliolabrum
Cistugo_lesueuri	Cistugo lesueuri	Cistugo_lesueuri
Cistugo_seabrae	Cistugo seabrae	Cistugo_seabrae
Pteronotus_personatus	Pteronotus personatus	Pteronotus_personatus
Pteronotus_gymnonotus	Pteronotus gymnonotus	Pteronotus_gymnonotus
Pteronotus_davyi	Pteronotus davyi	Pteronotus_davyi
Pteronotus_quadridens	Pteronotus quadridens	Pteronotus_quadridens
Pteronotus_macleayii	Pteronotus macleayii	Pteronotus_macleayii
Pteronotus_parnellii	Pteronotus parnellii	Pteronotus_parnellii
Mormoops_blainvillei	Mormoops blainvillei	Mormoops_blainvillei
Mormoops_megalophylla	Mormoops megalophylla	Mormoops_megalophylla
Macrotus_waterhousii	Macrotus waterhousii	Macrotus_waterhousii
Macrotus_californicus	Macrotus californicus	Macrotus_californicus
Diphylla_ecaudata	Diphylla ecaudata	Diphylla_ecaudata
Diaemus_youngi	Diaemus youngi	Diaemus_youngi
Desmodus_rotundus	Desmodus rotundus	Desmodus_rotundus
Anoura_cultrata	Anoura cultrata	Anoura_cultrata
Anoura_latidens	Anoura latidens	Anoura_latidens
Anoura_geoffroyi	Anoura geoffroyi	Anoura_geoffroyi
Anoura_caudifer	Anoura caudifer	Anoura_caudifer
Lichonycteris_obscura	Lichonycteris obscura	Lichonycteris_obscura
Choeronycteris_mexicana	Choeronycteris mexicana	Choeronycteris_mexicana
Choeroniscus_godmani	Choeroniscus godmani	Choeroniscus_godmani
Choeroniscus_minor	Choeroniscus minor	Choeroniscus_minor
Musonycteris_harrisoni	Musonycteris harrisoni	Musonycteris_harrisoni
Hylonycteris_underwoodi	Hylonycteris underwoodi	Hylonycteris_underwoodi
Monophyllus_plethodon	Monophyllus plethodon	Monophyllus_plethodon
Monophyllus_redmani	Monophyllus redmani	Monophyllus_redmani
Leptonycteris_nivalis	Leptonycteris nivalis	Leptonycteris_nivalis
Leptonycteris_curasoae	Leptonycteris curasoae	Leptonycteris_curasoae
Leptonycteris_yerbabuenae	Leptonycteris yerbabuenae	Leptonycteris_yerbabuenae
Glossophaga_soricina	Glossophaga soricina	Glossophaga_soricina
Glossophaga_commissarisi	Glossophaga commissarisi	Glossophaga_commissarisi
Glossophaga_morenoi	Glossophaga morenoi	Glossophaga_morenoi
Glossophaga_leachii	Glossophaga leachii	Glossophaga_leachii
Glossophaga_longirostris	Glossophaga longirostris	Glossophaga_longirostris
Brachyphylla_cavernarum	Brachyphylla cavernarum	Brachyphylla_cavernarum
Brachyphylla_nana	Brachyphylla nana	Brachyphylla_nana
Phyllonycteris_aphylla	Phyllonycteris aphylla	Phyllonycteris_aphylla
Phyllonycteris_poeyi	Phyllonycteris poeyi	Phyllonycteris_poeyi
Erophylla_sezekorni	Erophylla sezekorni	Erophylla_sezekorni
Erophylla_bombifrons	Erophylla bombifrons	Erophylla_bombifrons
Uroderma_magnirostrum	Uroderma magnirostrum	Uroderma_magnirostrum
Uroderma_bakeri	Uroderma bakeri	Uroderma_bakeri
Uroderma_bilobatum	Uroderma bilobatum	Uroderma_bilobatum
Chiroderma_salvini	Chiroderma salvini	Chiroderma_salvini
Chiroderma_trinitatum	Chiroderma trinitatum	Chiroderma_trinitatum
Chiroderma_doriae	Chiroderma doriae	Chiroderma_doriae
Chiroderma_improvisum	Chiroderma improvisum	Chiroderma_improvisum
Chiroderma_villosum	Chiroderma villosum	Chiroderma_villosum
Vampyressa_bidens	Vampyressa bidens	Vampyressa_bidens
Vampyressa_nymphaea	Vampyressa nymphaea	Vampyressa_nymphaea
Vampyressa_brocki	Vampyressa brocki	Vampyressa_brocki
Mesophylla_macconnelli	Mesophylla macconnelli	Mesophylla_macconnelli
Vampyressa_melissa	Vampyressa melissa	Vampyressa_melissa
Vampyressa_thyone	Vampyressa thyone	Vampyressa_thyone
Vampyressa_pusilla	Vampyressa pusilla	Vampyressa_pusilla
Vampyrodes_caraccioli	Vampyrodes caraccioli	Vampyrodes_caraccioli
Platyrrhinus_brachycephalus	Platyrrhinus brachycephalus	Platyrrhinus_brachycephalus
Platyrrhinus_matapalensis	Platyrrhinus matapalensis	Platyrrhinus_matapalensis
Platyrrhinus_helleri	Platyrrhinus helleri	Platyrrhinus_helleri
Platyrrhinus_recifinus	Platyrrhinus recifinus	Platyrrhinus_recifinus
Platyrrhinus_guianensis	Platyrrhinus guianensis	Platyrrhinus_guianensis
Platyrrhinus_fusciventris	Platyrrhinus fusciventris	Platyrrhinus_fusciventris
Platyrrhinus_angustirostris	Platyrrhinus angustirostris	Platyrrhinus_angustirostris
Platyrrhinus_lineatus	Platyrrhinus lineatus	Platyrrhinus_lineatus
Platyrrhinus_albericoi	Platyrrhinus albericoi	Platyrrhinus_albericoi
Platyrrhinus_vittatus	Platyrrhinus vittatus	Platyrrhinus_vittatus
Platyrrhinus_ismaeli	Platyrrhinus ismaeli	Platyrrhinus_ismaeli
Platyrrhinus_masu	Platyrrhinus masu	Platyrrhinus_masu
Platyrrhinus_aurarius	Platyrrhinus aurarius	Platyrrhinus_aurarius
Platyrrhinus_infuscus	Platyrrhinus infuscus	Platyrrhinus_infuscus
Platyrrhinus_dorsalis	Platyrrhinus dorsalis	Platyrrhinus_dorsalis
Enchisthenes_hartii	Enchisthenes hartii	Enchisthenes_hartii
Dermanura_glaucus	Dermanura glauca	Dermanura_glauca
Dermanura_bogotensis	Dermanura bogotensis	Dermanura_bogotensis
Dermanura_gnomus	Dermanura Gervais	Dermanura_Gervais
Dermanura_cinereus	Dermanura cinerea	Dermanura_cinerea
Dermanura_rava	Dermanura rava	Dermanura_rava
Dermanura_anderseni	Dermanura anderseni	Dermanura_anderseni
Dermanura_aztecus	Dermanura azteca	Dermanura_azteca
Dermanura_rosenbergii	Dermanura rosenbergi	Dermanura_rosenbergi
Dermanura_watsoni	Dermanura watsoni	Dermanura_watsoni
Dermanura_incomitatus	Dermanura incomitata	Dermanura_incomitata
Dermanura_phaeotis	Dermanura phaeotis	Dermanura_phaeotis
Dermanura_toltecus	Dermanura tolteca	Dermanura_tolteca
Artibeus_hirsutus	Artibeus hirsutus	Artibeus_hirsutus
Artibeus_inopinatus	Artibeus inopinatus	Artibeus_inopinatus
Artibeus_jamaicensis	Artibeus jamaicensis	Artibeus_jamaicensis
Artibeus_lituratus	Artibeus lituratus	Artibeus_lituratus
Artibeus_obscurus	Artibeus obscurus	Artibeus_obscurus
Artibeus_amplus	Artibeus amplus	Artibeus_amplus
Artibeus_planirostris	Artibeus planirostris	Artibeus_planirostris
Artibeus_fimbriatus	Artibeus fimbriatus	Artibeus_fimbriatus
Artibeus_fraterculus	Artibeus fraterculus	Artibeus_fraterculus
Artibeus_concolor	Artibeus concolor	Artibeus_concolor
