label	size	lifespan	submitted_name_pantheria.pantheria	submitted_name_anage.pantheria	matched_name	size.pantheria	lifespan.pantheria	submitted_name_pantheria.anage	submitted_name_anage.anage	size.anage	lifespan.anage
Saccostomus_mearnsi	64.91	NA	Saccostomus_mearnsi	NA	Saccostomus mearnsi	64.91	-83.25	Saccostomus_mearnsi	NA	NA	NA
Saguinus_bicolor	495.8	19	Saguinus_bicolor	Saguinus_bicolor	Saguinus bicolor	465	-83.25	Saguinus_bicolor	Saguinus_bicolor	495.8	19
Saguinus_fuscicollis	393.99	24.5	Saguinus_fuscicollis	NA	Saguinus fuscicollis	393.99	24.5	Saguinus_fuscicollis	NA	NA	NA
Rangifer_tarandus	109088.5	21.8	Rangifer_tarandus	Rangifer_tarandus	Rangifer tarandus	109088.5	20.2	Rangifer_tarandus	Rangifer_tarandus	101250	21.8
Raphicerus_campestris	13000	14	Raphicerus_campestris	Raphicerus_campestris	Raphicerus campestris	11661.53	14	Raphicerus_campestris	Raphicerus_campestris	13000	9.3
Raphicerus_melanotis	10503.14	14	Raphicerus_melanotis	Raphicerus_melanotis	Raphicerus melanotis	10503.14	14	Raphicerus_melanotis	Raphicerus_melanotis	10249.9	NA
Raphicerus_sharpei	9396.9	14	Raphicerus_sharpei	NA	Raphicerus sharpei	9396.9	14	Raphicerus_sharpei	NA	NA	NA
Rattus_adustus	NA	NA	Rattus_adustus	NA	Rattus adustus	-999	-83.25	Rattus_adustus	NA	NA	NA
Rattus_andamanensis	NA	NA	Rattus_andamanensis	NA	Rattus andamanensis	-999	-83.25	Rattus_andamanensis	NA	NA	NA
Rattus_annandalei	197.49	NA	Rattus_annandalei	NA	Rattus annandalei	197.49	-83.25	Rattus_annandalei	NA	NA	NA
Rattus_arfakiensis	NA	NA	Rattus_arfakiensis	NA	Rattus arfakiensis	-999	-83.25	Rattus_arfakiensis	NA	NA	NA
Rattus_argentiventer	165.37	NA	Rattus_argentiventer	NA	Rattus argentiventer	165.37	-83.25	Rattus_argentiventer	NA	NA	NA
Rattus_arrogans	NA	NA	Rattus_arrogans	NA	Rattus arrogans	-999	-83.25	Rattus_arrogans	NA	NA	NA
Rattus_baluensis	107.5	NA	Rattus_baluensis	NA	Rattus baluensis	107.5	-83.25	Rattus_baluensis	NA	NA	NA
Rattus_blangorum	NA	NA	Rattus_blangorum	NA	Rattus blangorum	-999	-83.25	Rattus_blangorum	NA	NA	NA
Rattus_bontanus	NA	NA	Rattus_bontanus	NA	Rattus bontanus	-999	-83.25	Rattus_bontanus	NA	NA	NA
Rattus_burrus	NA	NA	Rattus_burrus	NA	Rattus burrus	-999	-83.25	Rattus_burrus	NA	NA	NA
Rattus_colletti	146.48	NA	Rattus_colletti	NA	Rattus colletti	146.48	-83.25	Rattus_colletti	NA	NA	NA
Rattus_elaphinus	131.35	NA	Rattus_elaphinus	NA	Rattus elaphinus	131.35	-83.25	Rattus_elaphinus	NA	NA	NA
Rattus_enganus	NA	NA	Rattus_enganus	NA	Rattus enganus	-999	-83.25	Rattus_enganus	NA	NA	NA
Rattus_everetti	253.53	NA	Rattus_everetti	NA	Rattus everetti	253.53	-83.25	Rattus_everetti	NA	NA	NA
Rattus_exulans	50.63	NA	Rattus_exulans	NA	Rattus exulans	50.63	-83.25	Rattus_exulans	NA	NA	NA
Rattus_feliceus	306	NA	Rattus_feliceus	NA	Rattus feliceus	306	-83.25	Rattus_feliceus	NA	NA	NA
Rattus_fuscipes	130	5.3	Rattus_fuscipes	Rattus_fuscipes	Rattus fuscipes	124.58	3.4166666666666665	Rattus_fuscipes	Rattus_fuscipes	130	5.3
Rattus_giluwensis	NA	NA	Rattus_giluwensis	NA	Rattus giluwensis	-999	-83.25	Rattus_giluwensis	NA	NA	NA
Rattus_hainaldi	NA	NA	Rattus_hainaldi	NA	Rattus hainaldi	-999	-83.25	Rattus_hainaldi	NA	NA	NA
Rattus_hoffmanni	NA	NA	Rattus_hoffmanni	NA	Rattus hoffmanni	-999	-83.25	Rattus_hoffmanni	NA	NA	NA
Rattus_hoogerwerfi	NA	NA	Rattus_hoogerwerfi	NA	Rattus hoogerwerfi	-999	-83.25	Rattus_hoogerwerfi	NA	NA	NA
Rattus_jobiensis	380	NA	Rattus_jobiensis	NA	Rattus jobiensis	380	-83.25	Rattus_jobiensis	NA	NA	NA
Rattus_koopmani	NA	NA	Rattus_koopmani	NA	Rattus koopmani	-999	-83.25	Rattus_koopmani	NA	NA	NA
Rattus_korinchi	NA	NA	Rattus_korinchi	NA	Rattus korinchi	-999	-83.25	Rattus_korinchi	NA	NA	NA
Rattus_leucopus	200.89	NA	Rattus_leucopus	NA	Rattus leucopus	200.89	-83.25	Rattus_leucopus	NA	NA	NA
Rattus_losea	104.63	NA	Rattus_losea	NA	Rattus losea	104.63	-83.25	Rattus_losea	NA	NA	NA
Rattus_lugens	NA	NA	Rattus_lugens	NA	Rattus lugens	-999	-83.25	Rattus_lugens	NA	NA	NA
Rattus_lutreolus	115	4.4	Rattus_lutreolus	Rattus_lutreolus	Rattus lutreolus	106	2.4166666666666665	Rattus_lutreolus	Rattus_lutreolus	115	4.4
Rattus_macleari	NA	NA	Rattus_macleari	NA	Rattus macleari	-999	-83.25	Rattus_macleari	NA	NA	NA
Rattus_marmosurus	NA	NA	Rattus_marmosurus	NA	Rattus marmosurus	-999	-83.25	Rattus_marmosurus	NA	NA	NA
Rattus_mindorensis	NA	NA	Rattus_mindorensis	NA	Rattus mindorensis	-999	-83.25	Rattus_mindorensis	NA	NA	NA
Rattus_mollicomulus	NA	NA	Rattus_mollicomulus	NA	Rattus mollicomulus	-999	-83.25	Rattus_mollicomulus	NA	NA	NA
Rattus_montanus	NA	NA	Rattus_montanus	NA	Rattus montanus	-999	-83.25	Rattus_montanus	NA	NA	NA
Rattus_mordax	230	NA	Rattus_mordax	NA	Rattus mordax	230	-83.25	Rattus_mordax	NA	NA	NA
Rattus_morotaiensis	148.25	NA	Rattus_morotaiensis	NA	Rattus morotaiensis	148.25	-83.25	Rattus_morotaiensis	NA	NA	NA
Rattus_nativitatis	NA	NA	Rattus_nativitatis	NA	Rattus nativitatis	-999	-83.25	Rattus_nativitatis	NA	NA	NA
Rattus_niobe	45.07	NA	Rattus_niobe	NA	Rattus niobe	45.07	-83.25	Rattus_niobe	NA	NA	NA
Rattus_nitidus	100.02	NA	Rattus_nitidus	NA	Rattus nitidus	100.02	-83.25	Rattus_nitidus	NA	NA	NA
Rattus_norvegicus	300	3.8	Rattus_norvegicus	Rattus_norvegicus	Rattus norvegicus	282.89	-83.25	Rattus_norvegicus	Rattus_norvegicus	300	3.8
Rattus_novaeguineae	133	NA	Rattus_novaeguineae	NA	Rattus novaeguineae	133	-83.25	Rattus_novaeguineae	NA	NA	NA
Rattus_omichlodes	70.02	NA	Rattus_omichlodes	NA	Rattus omichlodes	70.02	-83.25	Rattus_omichlodes	NA	NA	NA
Rattus_osgoodi	NA	NA	Rattus_osgoodi	NA	Rattus osgoodi	-999	-83.25	Rattus_osgoodi	NA	NA	NA
Rattus_palmarum	NA	NA	Rattus_palmarum	NA	Rattus palmarum	-999	-83.25	Rattus_palmarum	NA	NA	NA
Rattus_pelurus	NA	NA	Rattus_pelurus	NA	Rattus pelurus	-999	-83.25	Rattus_pelurus	NA	NA	NA
Rattus_pococki	NA	NA	Rattus_pococki	NA	Rattus pococki	-999	-83.25	Rattus_pococki	NA	NA	NA
Rattus_praetor	194.43	NA	Rattus_praetor	NA	Rattus praetor	194.43	-83.25	Rattus_praetor	NA	NA	NA
Rattus_pyctoris	NA	NA	Rattus_pyctoris	NA	Rattus pyctoris	-999	-83.25	Rattus_pyctoris	NA	NA	NA
Rattus_ranjiniae	NA	NA	Rattus_ranjiniae	NA	Rattus ranjiniae	-999	-83.25	Rattus_ranjiniae	NA	NA	NA
Rattus_rattus	200	4.2	Rattus_rattus	Rattus_rattus	Rattus rattus	142.68	4.2	Rattus_rattus	Rattus_rattus	200	4.2
Rattus_richardsoni	64.29	NA	Rattus_richardsoni	NA	Rattus richardsoni	64.29	-83.25	Rattus_richardsoni	NA	NA	NA
Rattus_salocco	NA	NA	Rattus_salocco	NA	Rattus salocco	-999	-83.25	Rattus_salocco	NA	NA	NA
Rattus_sanila	NA	NA	Rattus_sanila	NA	Rattus sanila	-999	-83.25	Rattus_sanila	NA	NA	NA
Rattus_satarae	NA	NA	Rattus_satarae	NA	Rattus satarae	-999	-83.25	Rattus_satarae	NA	NA	NA
Rattus_simalurensis	NA	NA	Rattus_simalurensis	NA	Rattus simalurensis	-999	-83.25	Rattus_simalurensis	NA	NA	NA
Rattus_sordidus	157.5	NA	Rattus_sordidus	NA	Rattus sordidus	157.5	-83.25	Rattus_sordidus	NA	NA	NA
Rattus_steini	151.17	NA	Rattus_steini	NA	Rattus steini	151.17	-83.25	Rattus_steini	NA	NA	NA
Rattus_stoicus	NA	NA	Rattus_stoicus	NA	Rattus stoicus	-999	-83.25	Rattus_stoicus	NA	NA	NA
Rattus_tanezumi	140.84	NA	Rattus_tanezumi	NA	Rattus tanezumi	140.84	-83.25	Rattus_tanezumi	NA	NA	NA
Rattus_tawitawiensis	NA	NA	Rattus_tawitawiensis	NA	Rattus tawitawiensis	-999	-83.25	Rattus_tawitawiensis	NA	NA	NA
Rattus_timorensis	NA	NA	Rattus_timorensis	NA	Rattus timorensis	-999	-83.25	Rattus_timorensis	NA	NA	NA
Rattus_tiomanicus	119.29	NA	Rattus_tiomanicus	NA	Rattus tiomanicus	119.29	-83.25	Rattus_tiomanicus	NA	NA	NA
Rattus_tunneyi	169.29	NA	Rattus_tunneyi	NA	Rattus tunneyi	169.29	-83.25	Rattus_tunneyi	NA	NA	NA
Rattus_vandeuseni	67.24	NA	Rattus_vandeuseni	NA	Rattus vandeuseni	67.24	-83.25	Rattus_vandeuseni	NA	NA	NA
Rattus_verecundus	97.02	NA	Rattus_verecundus	NA	Rattus verecundus	97.02	-83.25	Rattus_verecundus	NA	NA	NA
Rattus_villosissimus	221.76	NA	Rattus_villosissimus	NA	Rattus villosissimus	221.76	-83.25	Rattus_villosissimus	NA	NA	NA
Rattus_xanthurus	NA	NA	Rattus_xanthurus	NA	Rattus xanthurus	-999	-83.25	Rattus_xanthurus	NA	NA	NA
Ratufa_affinis	1187.5	NA	Ratufa_affinis	Ratufa_affinis	Ratufa affinis	1155.82	-83.25	Ratufa_affinis	Ratufa_affinis	1187.5	NA
Ratufa_bicolor	2000	19	Ratufa_bicolor	Ratufa_bicolor	Ratufa bicolor	1609.08	10.083333333333334	Ratufa_bicolor	Ratufa_bicolor	2000	19
Ratufa_indica	2000	20	Ratufa_indica	Ratufa_indica	Ratufa indica	1060	-83.25	Ratufa_indica	Ratufa_indica	2000	20
Ratufa_macroura	1326.24	NA	Ratufa_macroura	NA	Ratufa macroura	1326.24	-83.25	Ratufa_macroura	NA	NA	NA
Redunca_arundinum	58059.24	16.8	Redunca_arundinum	Redunca_arundinum	Redunca arundinum	58059.24	16.75	Redunca_arundinum	Redunca_arundinum	58000	16.8
Redunca_fulvorufula	30000	15	Redunca_fulvorufula	Redunca_fulvorufula	Redunca fulvorufula	29352.66	12.33	Redunca_fulvorufula	Redunca_fulvorufula	30000	15
Redunca_redunca	45500	18	Redunca_redunca	Redunca_redunca	Redunca redunca	43288.95	18	Redunca_redunca	Redunca_redunca	45500	NA
Reithrodon_auritus	79.73	5.5	Reithrodon_auritus	Reithrodon_auritus	Reithrodon auritus	79.73	5.5	Reithrodon_auritus	Reithrodon_auritus	72.2	5.5
Reithrodon_typicus	NA	NA	Reithrodon_typicus	NA	Reithrodon typicus	-999	-83.25	Reithrodon_typicus	NA	NA	NA
Reithrodontomys_brevirostris	12.9	NA	Reithrodontomys_brevirostris	NA	Reithrodontomys brevirostris	12.9	-83.25	Reithrodontomys_brevirostris	NA	NA	NA
Reithrodontomys_burti	20	NA	Reithrodontomys_burti	NA	Reithrodontomys burti	20	-83.25	Reithrodontomys_burti	NA	NA	NA
Reithrodontomys_chrysopsis	19	NA	Reithrodontomys_chrysopsis	NA	Reithrodontomys chrysopsis	19	-83.25	Reithrodontomys_chrysopsis	NA	NA	NA
Reithrodontomys_creper	22.8	NA	Reithrodontomys_creper	NA	Reithrodontomys creper	22.8	-83.25	Reithrodontomys_creper	NA	NA	NA
Reithrodontomys_darienensis	12.99	NA	Reithrodontomys_darienensis	NA	Reithrodontomys darienensis	12.99	-83.25	Reithrodontomys_darienensis	NA	NA	NA
Reithrodontomys_fulvescens	11.55	NA	Reithrodontomys_fulvescens	NA	Reithrodontomys fulvescens	11.55	-83.25	Reithrodontomys_fulvescens	NA	NA	NA
Reithrodontomys_gracilis	12.47	NA	Reithrodontomys_gracilis	NA	Reithrodontomys gracilis	12.47	-83.25	Reithrodontomys_gracilis	NA	NA	NA
Reithrodontomys_hirsutus	20	NA	Reithrodontomys_hirsutus	NA	Reithrodontomys hirsutus	20	-83.25	Reithrodontomys_hirsutus	NA	NA	NA
Reithrodontomys_humulis	10.3	2.2408333333333332	Reithrodontomys_humulis	Reithrodontomys_humulis	Reithrodontomys humulis	8.25	2.2408333333333332	Reithrodontomys_humulis	Reithrodontomys_humulis	10.3	NA
Reithrodontomys_megalotis	11	1.5	Reithrodontomys_megalotis	Reithrodontomys_megalotis	Reithrodontomys megalotis	10.72	1.5	Reithrodontomys_megalotis	Reithrodontomys_megalotis	11	NA
Reithrodontomys_mexicanus	15.71	NA	Reithrodontomys_mexicanus	NA	Reithrodontomys mexicanus	15.71	-83.25	Reithrodontomys_mexicanus	NA	NA	NA
Reithrodontomys_microdon	20	NA	Reithrodontomys_microdon	NA	Reithrodontomys microdon	20	-83.25	Reithrodontomys_microdon	NA	NA	NA
Reithrodontomys_montanus	10.9	NA	Reithrodontomys_montanus	NA	Reithrodontomys montanus	10.9	-83.25	Reithrodontomys_montanus	NA	NA	NA
Reithrodontomys_paradoxus	NA	NA	Reithrodontomys_paradoxus	NA	Reithrodontomys paradoxus	-999	-83.25	Reithrodontomys_paradoxus	NA	NA	NA
Reithrodontomys_raviventris	10.95	2.5833333333333335	Reithrodontomys_raviventris	NA	Reithrodontomys raviventris	10.95	2.5833333333333335	Reithrodontomys_raviventris	NA	NA	NA
Reithrodontomys_rodriguezi	NA	NA	Reithrodontomys_rodriguezi	NA	Reithrodontomys rodriguezi	-999	-83.25	Reithrodontomys_rodriguezi	NA	NA	NA
Reithrodontomys_spectabilis	20.19	NA	Reithrodontomys_spectabilis	NA	Reithrodontomys spectabilis	20.19	-83.25	Reithrodontomys_spectabilis	NA	NA	NA
Reithrodontomys_sumichrasti	19	NA	Reithrodontomys_sumichrasti	NA	Reithrodontomys sumichrasti	19	-83.25	Reithrodontomys_sumichrasti	NA	NA	NA
Reithrodontomys_tenuirostris	20	NA	Reithrodontomys_tenuirostris	NA	Reithrodontomys tenuirostris	20	-83.25	Reithrodontomys_tenuirostris	NA	NA	NA
Reithrodontomys_zacatecae	NA	NA	Reithrodontomys_zacatecae	NA	Reithrodontomys zacatecae	-999	-83.25	Reithrodontomys_zacatecae	NA	NA	NA
Rhabdomys_dilectus	NA	NA	Rhabdomys_dilectus	NA	Rhabdomys dilectus	-999	-83.25	Rhabdomys_dilectus	NA	NA	NA
Rhabdomys_pumilio	51	4.5	Rhabdomys_pumilio	Rhabdomys_pumilio	Rhabdomys pumilio	40.73	2.9	Rhabdomys_pumilio	Rhabdomys_pumilio	51	4.5
Rhagamys_orthodon	NA	NA	Rhagamys_orthodon	NA	Rhagamys orthodon	-999	-83.25	Rhagamys_orthodon	NA	NA	NA
Rhagomys_longilingua	NA	NA	Rhagomys_longilingua	NA	Rhagomys longilingua	-999	-83.25	Rhagomys_longilingua	NA	NA	NA
Rhagomys_rufescens	21.2	NA	Rhagomys_rufescens	NA	Rhagomys rufescens	21.2	-83.25	Rhagomys_rufescens	NA	NA	NA
Rheithrosciurus_macrotis	1353.27	NA	Rheithrosciurus_macrotis	NA	Rheithrosciurus macrotis	1353.27	-83.25	Rheithrosciurus_macrotis	NA	NA	NA
Rheomys_mexicanus	40	NA	Rheomys_mexicanus	NA	Rheomys mexicanus	40	-83.25	Rheomys_mexicanus	NA	NA	NA
Rheomys_raptor	38	NA	Rheomys_raptor	NA	Rheomys raptor	38	-83.25	Rheomys_raptor	NA	NA	NA
Rheomys_thomasi	40	NA	Rheomys_thomasi	NA	Rheomys thomasi	40	-83.25	Rheomys_thomasi	NA	NA	NA
Rheomys_underwoodi	NA	NA	Rheomys_underwoodi	NA	Rheomys underwoodi	-999	-83.25	Rheomys_underwoodi	NA	NA	NA
Rhinoceros_sondaicus	1750000	40	Rhinoceros_sondaicus	Rhinoceros_sondaicus	Rhinoceros sondaicus	1750000	40	Rhinoceros_sondaicus	Rhinoceros_sondaicus	1750000	NA
Rhinoceros_unicornis	1843655.8	49	Rhinoceros_unicornis	Rhinoceros_unicornis	Rhinoceros unicornis	1843655.8	49	Rhinoceros_unicornis	Rhinoceros_unicornis	1602330	43.5
Rhinolophus_acuminatus	12.1	NA	Rhinolophus_acuminatus	NA	Rhinolophus acuminatus	12.1	-83.25	Rhinolophus_acuminatus	NA	NA	NA
Rhinolophus_adami	NA	NA	Rhinolophus_adami	NA	Rhinolophus adami	-999	-83.25	Rhinolophus_adami	NA	NA	NA
Rhinolophus_affinis	13.7	NA	Rhinolophus_affinis	NA	Rhinolophus affinis	13.7	-83.25	Rhinolophus_affinis	NA	NA	NA
Rhinolophus_alcyone	18.62	NA	Rhinolophus_alcyone	NA	Rhinolophus alcyone	18.62	-83.25	Rhinolophus_alcyone	NA	NA	NA
Rhinolophus_arcuatus	8.98	NA	Rhinolophus_arcuatus	NA	Rhinolophus arcuatus	8.98	-83.25	Rhinolophus_arcuatus	NA	NA	NA
Rhinolophus_beddomei	NA	NA	Rhinolophus_beddomei	NA	Rhinolophus beddomei	-999	-83.25	Rhinolophus_beddomei	NA	NA	NA
Rhinolophus_blasii	10.29	NA	Rhinolophus_blasii	NA	Rhinolophus blasii	10.29	-83.25	Rhinolophus_blasii	NA	NA	NA
Rhinolophus_bocharicus	15.05	NA	Rhinolophus_bocharicus	NA	Rhinolophus bocharicus	15.05	-83.25	Rhinolophus_bocharicus	NA	NA	NA
Rhinolophus_borneensis	NA	NA	Rhinolophus_borneensis	NA	Rhinolophus borneensis	-999	-83.25	Rhinolophus_borneensis	NA	NA	NA
Rhinolophus_canuti	NA	NA	Rhinolophus_canuti	NA	Rhinolophus canuti	-999	-83.25	Rhinolophus_canuti	NA	NA	NA
Rhinolophus_capensis	12.87	NA	Rhinolophus_capensis	NA	Rhinolophus capensis	12.87	-83.25	Rhinolophus_capensis	NA	NA	NA
Rhinolophus_celebensis	NA	NA	Rhinolophus_celebensis	NA	Rhinolophus celebensis	-999	-83.25	Rhinolophus_celebensis	NA	NA	NA
Rhinolophus_clivosus	NA	NA	Rhinolophus_clivosus	NA	Rhinolophus clivosus	-999	-83.25	Rhinolophus_clivosus	NA	NA	NA
Rhinolophus_coelophyllus	7.07	NA	Rhinolophus_coelophyllus	NA	Rhinolophus coelophyllus	7.07	-83.25	Rhinolophus_coelophyllus	NA	NA	NA
Rhinolophus_cognatus	NA	NA	Rhinolophus_cognatus	NA	Rhinolophus cognatus	-999	-83.25	Rhinolophus_cognatus	NA	NA	NA
Rhinolophus_convexus	NA	NA	Rhinolophus_convexus	NA	Rhinolophus convexus	-999	-83.25	Rhinolophus_convexus	NA	NA	NA
Rhinolophus_cornutus	7.27	NA	Rhinolophus_cornutus	NA	Rhinolophus cornutus	7.27	-83.25	Rhinolophus_cornutus	NA	NA	NA
Rhinolophus_creaghi	NA	NA	Rhinolophus_creaghi	NA	Rhinolophus creaghi	-999	-83.25	Rhinolophus_creaghi	NA	NA	NA
Rhinolophus_darlingi	8.94	NA	Rhinolophus_darlingi	NA	Rhinolophus darlingi	8.94	-83.25	Rhinolophus_darlingi	NA	NA	NA
Rhinolophus_deckenii	NA	NA	Rhinolophus_deckenii	NA	Rhinolophus deckenii	-999	-83.25	Rhinolophus_deckenii	NA	NA	NA
Rhinolophus_denti	6.3	NA	Rhinolophus_denti	NA	Rhinolophus denti	6.3	-83.25	Rhinolophus_denti	NA	NA	NA
Rhinolophus_eloquens	19.15	NA	Rhinolophus_eloquens	NA	Rhinolophus eloquens	19.15	-83.25	Rhinolophus_eloquens	NA	NA	NA
Rhinolophus_euryale	9.25	13	Rhinolophus_euryale	Rhinolophus_euryale	Rhinolophus euryale	9.25	-83.25	Rhinolophus_euryale	Rhinolophus_euryale	8.2	13
Rhinolophus_euryotis	14.3	NA	Rhinolophus_euryotis	NA	Rhinolophus euryotis	14.3	-83.25	Rhinolophus_euryotis	NA	NA	NA
Rhinolophus_ferrumequinum	22.875	30.5	Rhinolophus_ferrumequinum	Rhinolophus_ferrumequinum	Rhinolophus ferrumequinum	22.59	30	Rhinolophus_ferrumequinum	Rhinolophus_ferrumequinum	22.875	30.5
Rhinolophus_formosae	NA	NA	Rhinolophus_formosae	NA	Rhinolophus formosae	-999	-83.25	Rhinolophus_formosae	NA	NA	NA
Rhinolophus_fumigatus	13.09	NA	Rhinolophus_fumigatus	NA	Rhinolophus fumigatus	13.09	-83.25	Rhinolophus_fumigatus	NA	NA	NA
Rhinolophus_guineensis	NA	NA	Rhinolophus_guineensis	NA	Rhinolophus guineensis	-999	-83.25	Rhinolophus_guineensis	NA	NA	NA
Rhinolophus_hildebrandtii	25.99	NA	Rhinolophus_hildebrandtii	NA	Rhinolophus hildebrandtii	25.99	-83.25	Rhinolophus_hildebrandtii	NA	NA	NA
Rhinolophus_hilli	13.6	NA	Rhinolophus_hilli	NA	Rhinolophus hilli	13.6	-83.25	Rhinolophus_hilli	NA	NA	NA
Rhinolophus_hillorum	NA	NA	Rhinolophus_hillorum	NA	Rhinolophus hillorum	-999	-83.25	Rhinolophus_hillorum	NA	NA	NA
Rhinolophus_hipposideros	4.6	29.4	Rhinolophus_hipposideros	Rhinolophus_hipposideros	Rhinolophus hipposideros	4.57	21	Rhinolophus_hipposideros	Rhinolophus_hipposideros	4.6	29.4
Rhinolophus_imaizumii	NA	NA	Rhinolophus_imaizumii	NA	Rhinolophus imaizumii	-999	-83.25	Rhinolophus_imaizumii	NA	NA	NA
Rhinolophus_inops	13.65	NA	Rhinolophus_inops	NA	Rhinolophus inops	13.65	-83.25	Rhinolophus_inops	NA	NA	NA
Rhinolophus_keyensis	6.26	NA	Rhinolophus_keyensis	NA	Rhinolophus keyensis	6.26	-83.25	Rhinolophus_keyensis	NA	NA	NA
Rhinolophus_landeri	9.39	NA	Rhinolophus_landeri	NA	Rhinolophus landeri	9.39	-83.25	Rhinolophus_landeri	NA	NA	NA
Rhinolophus_lepidus	5.46	NA	Rhinolophus_lepidus	NA	Rhinolophus lepidus	5.46	-83.25	Rhinolophus_lepidus	NA	NA	NA
Rhinolophus_luctus	34.07	NA	Rhinolophus_luctus	NA	Rhinolophus luctus	34.07	-83.25	Rhinolophus_luctus	NA	NA	NA
Rhinolophus_maclaudi	NA	NA	Rhinolophus_maclaudi	NA	Rhinolophus maclaudi	-999	-83.25	Rhinolophus_maclaudi	NA	NA	NA
Rhinolophus_macrotis	6.18	NA	Rhinolophus_macrotis	NA	Rhinolophus macrotis	6.18	-83.25	Rhinolophus_macrotis	NA	NA	NA
Rhinolophus_madurensis	NA	NA	Rhinolophus_madurensis	NA	Rhinolophus madurensis	-999	-83.25	Rhinolophus_madurensis	NA	NA	NA
Rhinolophus_maendeleo	NA	NA	Rhinolophus_maendeleo	NA	Rhinolophus maendeleo	-999	-83.25	Rhinolophus_maendeleo	NA	NA	NA
Rhinolophus_malayanus	6.73	NA	Rhinolophus_malayanus	NA	Rhinolophus malayanus	6.73	-83.25	Rhinolophus_malayanus	NA	NA	NA
Rhinolophus_marshalli	5.02	NA	Rhinolophus_marshalli	NA	Rhinolophus marshalli	5.02	-83.25	Rhinolophus_marshalli	NA	NA	NA
Rhinolophus_megaphyllus	10.17	NA	Rhinolophus_megaphyllus	Rhinolophus_megaphyllus	Rhinolophus megaphyllus	10.17	-83.25	Rhinolophus_megaphyllus	Rhinolophus_megaphyllus	9.8	NA
Rhinolophus_mehelyi	14.03	NA	Rhinolophus_mehelyi	NA	Rhinolophus mehelyi	14.03	-83.25	Rhinolophus_mehelyi	NA	NA	NA
Rhinolophus_mitratus	NA	NA	Rhinolophus_mitratus	NA	Rhinolophus mitratus	-999	-83.25	Rhinolophus_mitratus	NA	NA	NA
Rhinolophus_monoceros	NA	NA	Rhinolophus_monoceros	NA	Rhinolophus monoceros	-999	-83.25	Rhinolophus_monoceros	NA	NA	NA
Rhinolophus_montanus	NA	NA	Rhinolophus_montanus	NA	Rhinolophus montanus	-999	-83.25	Rhinolophus_montanus	NA	NA	NA
Rhinolophus_nereis	NA	NA	Rhinolophus_nereis	NA	Rhinolophus nereis	-999	-83.25	Rhinolophus_nereis	NA	NA	NA
Rhinolophus_osgoodi	NA	NA	Rhinolophus_osgoodi	NA	Rhinolophus osgoodi	-999	-83.25	Rhinolophus_osgoodi	NA	NA	NA
Rhinolophus_paradoxolophus	8.17	NA	Rhinolophus_paradoxolophus	NA	Rhinolophus paradoxolophus	8.17	-83.25	Rhinolophus_paradoxolophus	NA	NA	NA
Rhinolophus_pearsonii	11.55	NA	Rhinolophus_pearsonii	NA	Rhinolophus pearsonii	11.55	-83.25	Rhinolophus_pearsonii	NA	NA	NA
Rhinolophus_philippinensis	10.91	NA	Rhinolophus_philippinensis	NA	Rhinolophus philippinensis	10.91	-83.25	Rhinolophus_philippinensis	NA	NA	NA
Rhinolophus_pusillus	5.15	NA	Rhinolophus_pusillus	NA	Rhinolophus pusillus	5.15	-83.25	Rhinolophus_pusillus	NA	NA	NA
Rhinolophus_rex	NA	NA	Rhinolophus_rex	NA	Rhinolophus rex	-999	-83.25	Rhinolophus_rex	NA	NA	NA
Rhinolophus_robinsoni	8.54	NA	Rhinolophus_robinsoni	NA	Rhinolophus robinsoni	8.54	-83.25	Rhinolophus_robinsoni	NA	NA	NA
Rhinolophus_rouxii	12.25	5	Rhinolophus_rouxii	NA	Rhinolophus rouxii	12.25	5	Rhinolophus_rouxii	NA	NA	NA
Rhinolophus_rufus	NA	NA	Rhinolophus_rufus	NA	Rhinolophus rufus	-999	-83.25	Rhinolophus_rufus	NA	NA	NA
Rhinolophus_ruwenzorii	NA	NA	Rhinolophus_ruwenzorii	NA	Rhinolophus ruwenzorii	-999	-83.25	Rhinolophus_ruwenzorii	NA	NA	NA
Rhinolophus_sakejiensis	NA	NA	Rhinolophus_sakejiensis	NA	Rhinolophus sakejiensis	-999	-83.25	Rhinolophus_sakejiensis	NA	NA	NA
Rhinolophus_sedulus	8.74	NA	Rhinolophus_sedulus	NA	Rhinolophus sedulus	8.74	-83.25	Rhinolophus_sedulus	NA	NA	NA
Rhinolophus_shameli	9.61	NA	Rhinolophus_shameli	NA	Rhinolophus shameli	9.61	-83.25	Rhinolophus_shameli	NA	NA	NA
Rhinolophus_shortridgei	NA	NA	Rhinolophus_shortridgei	NA	Rhinolophus shortridgei	-999	-83.25	Rhinolophus_shortridgei	NA	NA	NA
Rhinolophus_siamensis	NA	NA	Rhinolophus_siamensis	NA	Rhinolophus siamensis	-999	-83.25	Rhinolophus_siamensis	NA	NA	NA
Rhinolophus_silvestris	NA	NA	Rhinolophus_silvestris	NA	Rhinolophus silvestris	-999	-83.25	Rhinolophus_silvestris	NA	NA	NA
Rhinolophus_simulator	8.13	NA	Rhinolophus_simulator	NA	Rhinolophus simulator	8.13	-83.25	Rhinolophus_simulator	NA	NA	NA
