parent,node,branch.length,label,Brownian,Median,95%CI_Low,95%CI_High,Branch,Branch_midpoint_height,Orig_len,Rate,sqrt.rate
2756,1458,0.903718,Mops.condylurus,3.29027,3.29027,3.29027,3.29027,Mops.condylurus->n980,93.15,10.3,4.64265,10.3
2756,1459,2.86355,Mops.mops,3.43076,3.43076,3.43076,3.43076,Mops.mops->n980,93.15,10.3,8.26422,10.3
2756,1460,0.0300843,Mops.niveiventer,3.07731,3.07731,3.07731,3.07731,Mops.niveiventer->n980,93.15,10.3,0.847071,10.3
2758,1461,0.0044233,Miniopterus.schreibersi,2.42701,2.42701,2.42701,2.42701,Miniopterus.schreibersi->n982,90.9,14.8,0.270963,14.8
2758,1462,2.63723,Miniopterus.tristis,2.74727,2.74727,2.74727,2.74727,Miniopterus.tristis->n982,90.9,14.8,6.61623,14.8
2759,1463,0.0864557,Miniopterus.inflatus,2.70136,2.70136,2.70136,2.70136,Miniopterus.inflatus->n983,95.4,5.8,1.9136,5.8
2759,1464,0.108469,Miniopterus.magnater,2.70805,2.70805,2.70805,2.70805,Miniopterus.magnater->n983,95.4,5.8,2.14342,5.8
2758,1465,0.00100302,Miniopterus.fuscus,2.43361,2.43361,2.43361,2.43361,Miniopterus.fuscus->n982,90.9,14.8,0.12903,14.8
2760,1466,1.16934,Miniopterus.australis,1.96009,1.96009,1.96009,1.96009,Miniopterus.australis->n984,93.95,8.7,5.74617,8.7
2760,1467,0.627345,Miniopterus.minor,2.0149,2.0149,2.0149,2.0149,Miniopterus.minor->n984,93.95,8.7,4.20883,8.7
2760,1468,0.00485092,Miniopterus.pusillus,2.15176,2.15176,2.15176,2.15176,Miniopterus.pusillus->n984,93.95,8.7,0.370101,8.7
2761,1469,87.8154,Ia.io,3.97594,3.97594,3.97594,3.97594,Ia.io->n985,85.3,26,28.8049,26
2761,1470,2.24206,Pipistrellus.dormeri,1.91692,1.91692,1.91692,1.91692,Pipistrellus.dormeri->n985,85.3,26,4.60262,26
2761,1471,7.91175,Pipistrellus.subflavus,1.66771,1.66771,1.66771,1.66771,Pipistrellus.subflavus->n985,85.3,26,8.64604,26
2761,1472,24.3518,Antrozous.pallidus,3.13549,3.13549,3.13549,3.13549,Antrozous.pallidus->n985,85.3,26,15.1686,26
2761,1473,10.4134,Glischropus.tylopus,1.58924,1.58924,1.58924,1.58924,Glischropus.tylopus->n985,85.3,26,9.91922,26
2762,1474,1.7050399999999999,Tylonycteris.pachypus,1.56862,1.56862,1.56862,1.56862,Tylonycteris.pachypus->n986,95.65,5.3,8.88991,5.3
2762,1475,0.69624,Tylonycteris.robustula,1.97408,1.97408,1.97408,1.97408,Tylonycteris.robustula->n986,95.65,5.3,5.6808,5.3
2761,1476,47.4464,Vespertilio.murinus,3.50556,3.50556,3.50556,3.50556,Vespertilio.murinus->n985,85.3,26,21.173,26
2761,1477,9.31535,Pipistrellus.stenopterus,2.77882,2.77882,2.77882,2.77882,Pipistrellus.stenopterus->n985,85.3,26,9.38168,26
2761,1478,4.28798,Pipistrellus.crassulus,1.80829,1.80829,1.80829,1.80829,Pipistrellus.crassulus->n985,85.3,26,6.36514,26
2761,1479,0.555606,Pipistrellus.circumdatus,2.34181,2.34181,2.34181,2.34181,Pipistrellus.circumdatus->n985,85.3,26,2.29121,26
2763,1480,0.474489,Pipistrellus.imbricatus,1.84055,1.84055,1.84055,1.84055,Pipistrellus.imbricatus->n987,94.1,8.4,3.72513,8.4
2763,1481,3.39493,Pipistrellus.nanus,1.36098,1.36098,1.36098,1.36098,Pipistrellus.nanus->n987,94.1,8.4,9.96422,8.4
2761,1482,7.91175,Pipistrellus.pulveratus,1.66771,1.66771,1.66771,1.66771,Pipistrellus.pulveratus->n985,85.3,26,8.64604,26
2761,1483,1.26079,Hesperoptenus.blanfordi,1.98787,1.98787,1.98787,1.98787,Hesperoptenus.blanfordi->n985,85.3,26,3.45146,26
2761,1484,0.0016412,Nycticeius.sanborni,2.20827,2.20827,2.20827,2.20827,Nycticeius.sanborni->n985,85.3,26,0.124527,26
2761,1485,7.3665,Eptesicus.pumilus,1.6864,1.6864,1.6864,1.6864,Eptesicus.pumilus->n985,85.3,26,8.3428,26
2761,1486,33.4217,Nyctalus.noctula,3.29584,3.29584,3.29584,3.29584,Nyctalus.noctula->n985,85.3,26,17.7703,26
2764,1487,1.01652,Chalinolobus.gouldii,2.45959,2.45959,2.45959,2.45959,Chalinolobus.gouldii->n988,93.1,10.4,4.90016,10.4
2764,1488,0.646427,Chalinolobus.morio,2.11626,2.11626,2.11626,2.11626,Chalinolobus.morio->n988,93.1,10.4,3.90761,10.4
2765,1489,0.306764,Rhogeessa.parvula,1.50408,1.50408,1.50408,1.50408,Rhogeessa.parvula->n989,96.25,4.1,4.28725,4.1
2765,1490,0.0114024,Rhogeessa.tumida,1.62924,1.62924,1.62924,1.62924,Rhogeessa.tumida->n989,96.25,4.1,0.82656,4.1
2766,1491,0.673439,Lasiurus.ega,2.3979,2.3979,2.3979,2.3979,Lasiurus.ega->n990,92.75,11.1,3.86061,11.1
2767,1492,0.287376,Lasiurus.borealis,2.05412,2.05412,2.05412,2.05412,Lasiurus.borealis->n991,96.8,3,4.85102,3
2767,1493,0.153934,Lasiurus.seminolus,2.23001,2.23001,2.23001,2.23001,Lasiurus.seminolus->n991,96.8,3,3.55037,3
2761,1494,0.633464,Eptesicus.flavescens,2.35138,2.35138,2.35138,2.35138,Eptesicus.flavescens->n985,85.3,26,2.44648,26
2768,1495,1.9072,Chalinolobus.beatrix,1.70475,1.70475,1.70475,1.70475,Chalinolobus.beatrix->n992,94.95,6.7,8.36236,6.7
2768,1496,0.957431,Chalinolobus.poensis,2.15176,2.15176,2.15176,2.15176,Chalinolobus.poensis->n992,94.95,6.7,5.92495,6.7
2769,1497,3.39872,Nyctophilus.geoffroyi,1.97408,1.97408,1.97408,1.97408,Nyctophilus.geoffroyi->n993,94.8,7,10.9214,7
2769,1498,2.77713,Nyctophilus.gouldi,2.63906,2.63906,2.63906,2.63906,Nyctophilus.gouldi->n993,94.8,7,9.87227,7
2769,1499,0.119223,Nyctophilus.timoriensis,2.38876,2.38876,2.38876,2.38876,Nyctophilus.timoriensis->n993,94.8,7,2.0455,7
2770,1500,4.55962,Barbastella.barbastellus,1.75786,1.75786,1.75786,1.75786,Barbastella.barbastellus->n994,88.55,19.5,7.57905,19.5
2771,1501,7.95084,Euderma.maculatum,2.70805,2.70805,2.70805,2.70805,Euderma.maculatum->n995,89.05,18.5,10.2752,18.5
2772,1502,0.0443336,Plecotus.rafinesquii,2.19722,2.19722,2.19722,2.19722,Plecotus.rafinesquii->n996,89.75,17.1,0.798062,17.1
2772,1503,2.03502,Plecotus.auritus,1.88707,1.88707,1.88707,1.88707,Plecotus.auritus->n996,89.75,17.1,5.40697,17.1
2773,1504,6.63697,Scotomanes.ornatus,3.08191,3.08191,3.08191,3.08191,Scotomanes.ornatus->n997,88.35,19.9,9.05162,19.9
2774,1505,1.54744,Scotophilus.kuhlii,2.96527,2.96527,2.96527,2.96527,Scotophilus.kuhlii->n998,95.75,5.1,8.63356,5.1
2774,1506,55.9548,Scotophilus.nigrita,4.61809,4.61809,4.61809,4.61809,Scotophilus.nigrita->n998,95.75,5.1,51.916,5.1
2774,1507,0.336512,Scotophilus.borbonicus,3.09104,3.09104,3.09104,3.09104,Scotophilus.borbonicus->n998,95.75,5.1,4.02609,5.1
2774,1508,1.72814,Scotophilus.heathi,3.44999,3.44999,3.44999,3.44999,Scotophilus.heathi->n998,95.75,5.1,9.12372,5.1
2774,1509,0.00304838,Scotophilus.dinganii,3.19048,3.19048,3.19048,3.19048,Scotophilus.dinganii->n998,95.75,5.1,0.383193,5.1
2775,1510,6.41636,Pipistrellus.ceylonicus,2.31254,2.31254,2.31254,2.31254,Pipistrellus.ceylonicus->n999,90.25,16.1,9.89463,16.1
2776,1511,0.25477,Pipistrellus.kuhlii,1.84055,1.84055,1.84055,1.84055,Pipistrellus.kuhlii->n1000,92.35,11.9,2.29334,11.9
2776,1512,3.58353,Pipistrellus.rusticus,1.38629,1.38629,1.38629,1.38629,Pipistrellus.rusticus->n1000,92.35,11.9,8.60102,11.9
2777,1513,0.492361,Pipistrellus.pipistrellus,1.60944,1.60944,1.60944,1.60944,Pipistrellus.pipistrellus->n1001,91.35,13.9,2.94987,13.9
2779,1514,0.0402321,Pipistrellus.coromandra,1.52606,1.52606,1.52606,1.52606,Pipistrellus.coromandra->n1003,94.4,7.8,1.12566,7.8
2779,1515,1.14905,Pipistrellus.mimus,1.36098,1.36098,1.36098,1.36098,Pipistrellus.mimus->n1003,94.4,7.8,6.01576,7.8
2779,1516,0.19941,Pipistrellus.tenuis,1.64866,1.64866,1.64866,1.64866,Pipistrellus.tenuis->n1003,94.4,7.8,2.50607,7.8
2780,1517,0.0040221,Pipistrellus.babu,1.56862,1.56862,1.56862,1.56862,Pipistrellus.babu->n1004,94.05,8.5,0.340945,8.5
2780,1518,0.163287,Pipistrellus.javanicus,1.50408,1.50408,1.50408,1.50408,Pipistrellus.javanicus->n1004,94.05,8.5,2.17237,8.5
2781,1519,1.07717,Eptesicus.brasiliensis,2.19722,2.19722,2.19722,2.19722,Eptesicus.brasiliensis->n1005,93.55,9.5,5.27773,9.5
2781,1520,2.75063,Eptesicus.demissus,2.70805,2.70805,2.70805,2.70805,Eptesicus.demissus->n1005,93.55,9.5,8.43377,9.5
2781,1521,3.726,Eptesicus.furinalis,2.02815,2.02815,2.02815,2.02815,Eptesicus.furinalis->n1005,93.55,9.5,9.81585,9.5
2781,1522,1.3026199999999999,Eptesicus.fuscus,2.61007,2.61007,2.61007,2.61007,Eptesicus.fuscus->n1005,93.55,9.5,5.80383,9.5
2781,1523,7.15543,Eptesicus.pachyotis,1.88707,1.88707,1.88707,1.88707,Eptesicus.pachyotis->n1005,93.55,9.5,13.6027,9.5
2781,1524,13.8084,Eptesicus.serotinus,3.09784,3.09784,3.09784,3.09784,Eptesicus.serotinus->n1005,93.55,9.5,18.8964,9.5
2783,1525,9.49113,Harpiocephalus.harpia,2.60269,2.60269,2.60269,2.60269,Harpiocephalus.harpia->n1007,92.75,11.1,14.4932,11.1
2785,1526,0.00432208,Murina.cyclotis,2.06369,2.06369,2.06369,2.06369,Murina.cyclotis->n1009,95.15,6.3,0.410529,6.3
2785,1527,0.270896,Murina.huttoni,2.17475,2.17475,2.17475,2.17475,Murina.huttoni->n1009,95.15,6.3,3.25012,6.3
2784,1528,2.84438,Murina.tubinaris,1.69562,1.69562,1.69562,1.69562,Murina.tubinaris->n1008,92.9,10.8,8.04359,10.8
2786,1529,5.69777,Kerivoula.atrox,1.43508,1.43508,1.43508,1.43508,Kerivoula.atrox->n1010,91,14.6,9.79138,14.6
2787,1530,11.4281,Kerivoula.papillosa,2.31254,2.31254,2.31254,2.31254,Kerivoula.papillosa->n1011,94.45,7.7,19.0946,7.7
2787,1531,1.89941,Kerivoula.pellucida,1.41099,1.41099,1.41099,1.41099,Kerivoula.pellucida->n1011,94.45,7.7,7.78453,7.7
2787,1532,9.16309,Kerivoula.phalaena,1.09861,1.09861,1.09861,1.09861,Kerivoula.phalaena->n1011,94.45,7.7,17.0979,7.7
2788,1533,10.83,Myotis.albescens,1.38629,1.38629,1.38629,1.38629,Myotis.albescens->n1012,92.85,10.9,15.6232,10.9
2788,1534,13.5857,Myotis.dasycneme,2.70805,2.70805,2.70805,2.70805,Myotis.dasycneme->n1012,92.85,10.9,17.4983,10.9
2788,1535,8.46294,Myotis.fortidens,1.45862,1.45862,1.45862,1.45862,Myotis.fortidens->n1012,92.85,10.9,13.8107,10.9
2788,1536,0.090856,Myotis.lucifugus,2.06686,2.06686,2.06686,2.06686,Myotis.lucifugus->n1012,92.85,10.9,1.43097,10.9
2788,1537,0.316042,Myotis.montivagus,2.11626,2.11626,2.11626,2.11626,Myotis.montivagus->n1012,92.85,10.9,2.66887,10.9
2788,1538,0.112044,Myotis.riparius,2.07317,2.07317,2.07317,2.07317,Myotis.riparius->n1012,92.85,10.9,1.58909,10.9
2789,1539,4.02183,Myotis.adversus,2.41591,2.41591,2.41591,2.41591,Myotis.adversus->n1013,94.8,7,11.8804,7
2789,1540,0.226005,Myotis.bocagei,1.94591,1.94591,1.94591,1.94591,Myotis.bocagei->n1013,94.8,7,2.81629,7
2789,1541,0.0123749,Myotis.hasseltii,2.0149,2.0149,2.0149,2.0149,Myotis.hasseltii->n1013,94.8,7,0.659006,7
2789,1542,1.06406,Myotis.horsfieldii,1.84055,1.84055,1.84055,1.84055,Myotis.horsfieldii->n1013,94.8,7,6.11085,7
2788,1543,0.473145,Myotis.daubentoni,2.14007,2.14007,2.14007,2.14007,Myotis.daubentoni->n1012,92.85,10.9,3.26552,10.9
2790,1544,4.46275,Myotis.tricolor,2.61007,2.61007,2.61007,2.61007,Myotis.tricolor->n1014,94.3,8,11.7064,8
2790,1545,29.7158,Myotis.myotis,3.24259,3.24259,3.24259,3.24259,Myotis.myotis->n1014,94.3,8,30.2076,8
2791,1546,0.248311,Myotis.bechsteini,2.30259,2.30259,2.30259,2.30259,Myotis.bechsteini->n1015,94.35,7.9,2.77877,7.9
2791,1547,2.36364,Myotis.evotis,1.91692,1.91692,1.91692,1.91692,Myotis.evotis->n1015,94.35,7.9,8.57325,7.9
2790,1548,1.05889,Myotis.nattereri,2.0149,2.0149,2.0149,2.0149,Myotis.nattereri->n1014,94.3,8,5.70228,8
2792,1549,15.5503,Myotis.siligorensis,1.24127,1.24127,1.24127,1.24127,Myotis.siligorensis->n1016,93,10.6,18.9839,10.6
2792,1550,4.67325,Myotis.altarium,2.3979,2.3979,2.3979,2.3979,Myotis.altarium->n1016,93,10.6,10.407,10.6
2792,1551,3.03633,Myotis.mystacinus,1.65823,1.65823,1.65823,1.65823,Myotis.mystacinus->n1016,93,10.6,8.3886,10.6
2793,1552,3.00505,Myotis.annectans,2.28238,2.28238,2.28238,2.28238,Myotis.annectans->n1017,95.45,5.7,11.3804,5.7
2793,1553,4.13718,Myotis.muricola,1.56862,1.56862,1.56862,1.56862,Myotis.muricola->n1017,95.45,5.7,13.3531,5.7
2792,1554,1.96515,Myotis.nigricans,1.72277,1.72277,1.72277,1.72277,Myotis.nigricans->n1016,93,10.6,6.74859,10.6
2798,1555,0.0816661,Talpa.altaica,4.44265,4.44265,4.44265,4.44265,Talpa.altaica->n1022,84,28.6,0.837541,28.6
2798,1556,7.07981,Talpa.europaea,4.8926,4.8926,4.8926,4.8926,Talpa.europaea->n1022,84,28.6,7.79822,28.6
2799,1557,0.284159,Condylura.cristata,4.01332,4.01332,4.01332,4.01332,Condylura.cristata->n1023,78.45,39.7,1.32603,39.7
2801,1558,1.45401,Parascalops.breweri,3.91562,3.91562,3.91562,3.91562,Parascalops.breweri->n1025,83.6,29.4,3.48561,29.4
2802,1559,0.38686,Scalopus.aquaticus,4.31214,4.31214,4.31214,4.31214,Scalopus.aquaticus->n1026,85.4,25.8,1.91927,25.8
2803,1560,2.53604,Scapanus.latimanus,3.95124,3.95124,3.95124,3.95124,Scapanus.latimanus->n1027,89.35,17.9,5.89956,17.9
2804,1561,3.30076,Scapanus.townsendii,4.77744,4.77744,4.77744,4.77744,Scapanus.townsendii->n1028,92.95,10.7,8.70529,10.7
2804,1562,0.22938,Scapanus.orarius,4.34251,4.34251,4.34251,4.34251,Scapanus.orarius->n1028,92.95,10.7,2.29485,10.7
2805,1563,72.4835,Neurotrichus.gibbsii,2.30259,2.30259,2.30259,2.30259,Neurotrichus.gibbsii->n1029,80,36.6,22.057,36.6
2805,1564,24.8871,Urotrichus.talpoides,2.97041,2.97041,2.97041,2.97041,Urotrichus.talpoides->n1029,80,36.6,12.9245,36.6
2806,1565,42.4494,Desmana.moschata,5.94803,5.94803,5.94803,5.94803,Desmana.moschata->n1030,93.75,9.1,33.8519,9.1
2806,1566,9.96057,Galemys.pyrenaicus,4.11578,4.11578,4.11578,4.11578,Galemys.pyrenaicus->n1030,93.75,9.1,16.3979,9.1
2809,1567,67.1604,Echinosorex.gymnura,6.86328,6.86328,6.86328,6.86328,Echinosorex.gymnura->n1033,74.5,47.6,18.6175,47.6
2809,1568,36.9636,Hylomys.suillus,4.15888,4.15888,4.15888,4.15888,Hylomys.suillus->n1033,74.5,47.6,13.8118,47.6
2812,1569,0.146064,Hemiechinus.hypomelas,5.67675,5.67675,5.67675,5.67675,Hemiechinus.hypomelas->n1036,91.35,13.9,1.60669,13.9
2813,1570,1.88489,Hemiechinus.aethiopicus,5.88053,5.88053,5.88053,5.88053,Hemiechinus.aethiopicus->n1037,94.1,8.4,7.42457,8.4
2813,1571,6.38645,Hemiechinus.micropus,5.14166,5.14166,5.14166,5.14166,Hemiechinus.micropus->n1037,94.1,8.4,13.6665,8.4
2811,1572,0.0520565,Hemiechinus.auritus,5.83481,5.83481,5.83481,5.83481,Hemiechinus.auritus->n1035,89.1,18.4,0.833675,18.4
2815,1573,0.954541,Erinaceus.concolor,6.57786,6.57786,6.57786,6.57786,Erinaceus.concolor->n1039,94.1,8.4,5.28355,8.4
2815,1574,1.81063,Erinaceus.europaeus,6.64769,6.64769,6.64769,6.64769,Erinaceus.europaeus->n1039,94.1,8.4,7.27685,8.4
2816,1575,3.86254,Atelerix.frontalis,5.73334,5.73334,5.73334,5.73334,Atelerix.frontalis->n1040,91.8,13,8.54344,13
2817,1576,6.40513,Atelerix.algirus,6.61338,6.61338,6.61338,6.61338,Atelerix.algirus->n1041,93,10.6,12.1837,10.6
2817,1577,2.90263,Atelerix.albiventris,5.81114,5.81114,5.81114,5.81114,Atelerix.albiventris->n1041,93,10.6,8.20183,10.6
2820,1578,2.44079,Crocidura.canariensis,2.0149,2.0149,2.0149,2.0149,Crocidura.canariensis->n1044,92.15,12.3,6.98201,12.3
2820,1579,3.16045,Crocidura.crossei,1.97408,1.97408,1.97408,1.97408,Crocidura.crossei->n1044,92.15,12.3,7.94493,12.3
2820,1580,16.9579,Crocidura.flavescens,3.09104,3.09104,3.09104,3.09104,Crocidura.flavescens->n1044,92.15,12.3,18.4036,12.3
2820,1581,0.843827,Crocidura.fuliginosa,2.48491,2.48491,2.48491,2.48491,Crocidura.fuliginosa->n1044,92.15,12.3,4.10527,12.3
2820,1582,13.7084,Crocidura.fuscomurina,1.60944,1.60944,1.60944,1.60944,Crocidura.fuscomurina->n1044,92.15,12.3,16.5466,12.3
2820,1583,2.58028,Crocidura.hirta,2.6152,2.6152,2.6152,2.6152,Crocidura.hirta->n1044,92.15,12.3,7.17875,12.3
2820,1584,0.00837729,Crocidura.leucodon,2.29354,2.29354,2.29354,2.29354,Crocidura.leucodon->n1044,92.15,12.3,0.409041,12.3
2820,1585,0.0418359,Crocidura.mariquensis,2.27213,2.27213,2.27213,2.27213,Crocidura.mariquensis->n1044,92.15,12.3,0.914092,12.3
2820,1586,54.1873,Crocidura.planiceps,0.916291,0.916291,0.916291,0.916291,Crocidura.planiceps->n1044,92.15,12.3,32.8976,12.3
2820,1587,0.567432,Crocidura.russula,2.45359,2.45359,2.45359,2.45359,Crocidura.russula->n1044,92.15,12.3,3.36645,12.3
2820,1588,2.026,Crocidura.suaveolens,2.04122,2.04122,2.04122,2.04122,Crocidura.suaveolens->n1044,92.15,12.3,6.36113,12.3
2820,1589,4.39499,Crocidura.turba,2.70805,2.70805,2.70805,2.70805,Crocidura.turba->n1044,92.15,12.3,9.36903,12.3
2820,1590,7.77324,Crocidura.viaria,2.83908,2.83908,2.83908,2.83908,Crocidura.viaria->n1044,92.15,12.3,12.46,12.3
2819,1591,0.185632,Diplomesodon.pulchellum,2.30259,2.30259,2.30259,2.30259,Diplomesodon.pulchellum->n1043,89.1,18.4,1.57429,18.4
2821,1592,0.900259,Myosorex.cafer,2.56495,2.56495,2.56495,2.56495,Myosorex.cafer->n1045,89.2,18.2,3.48591,18.2
2821,1593,0.00449733,Myosorex.varius,2.3979,2.3979,2.3979,2.3979,Myosorex.varius->n1045,89.2,18.2,0.246382,18.2
2822,1594,79.06,Suncus.etruscus,0.741937,0.741937,0.741937,0.741937,Suncus.etruscus->n1046,92.55,11.5,41.0958,11.5
2822,1595,54.5583,Suncus.murinus,3.82581,3.82581,3.82581,3.82581,Suncus.murinus->n1046,92.55,11.5,34.1389,11.5
2828,1596,0.0207421,Sorex.arcticus,2.10413,2.10413,2.10413,2.10413,Sorex.arcticus->n1052,93.55,9.5,0.732374,9.5
2829,1597,0.135102,Sorex.coronatus,2.26176,2.26176,2.26176,2.26176,Sorex.coronatus->n1053,95.6,5.4,2.47914,5.4
2829,1598,2.30293e-4,Sorex.araneus,2.195,2.195,2.195,2.195,Sorex.araneus->n1053,95.6,5.4,0.102356,5.4
2827,1599,0.0525031,Sorex.minutus,1.981,1.981,1.981,1.981,Sorex.minutus->n1051,89.4,17.8,0.851237,17.8
2830,1600,1.66176,Sorex.cinereus,1.44927,1.44927,1.44927,1.44927,Sorex.cinereus->n1054,91.45,13.7,5.45873,13.7
2830,1601,1.33298,Sorex.hoyi,1.47476,1.47476,1.47476,1.47476,Sorex.hoyi->n1054,91.45,13.7,4.88898,13.7
2830,1602,4.69816,Sorex.fumeus,2.10413,2.10413,2.10413,2.10413,Sorex.fumeus->n1054,91.45,13.7,9.1785,13.7
2830,1603,4.25036,Sorex.longirostris,1.30291,1.30291,1.30291,1.30291,Sorex.longirostris->n1054,91.45,13.7,8.73012,13.7
2830,1604,0.0159281,Sorex.ornatus,1.7174,1.7174,1.7174,1.7174,Sorex.ornatus->n1054,91.45,13.7,0.534429,13.7
2830,1605,16.8294,Sorex.nanus,0.916291,0.916291,0.916291,0.916291,Sorex.nanus->n1054,91.45,13.7,17.3717,13.7
2830,1606,9.85971,Sorex.haydeni,1.09861,1.09861,1.09861,1.09861,Sorex.haydeni->n1054,91.45,13.7,13.2966,13.7
2830,1607,0.302801,Sorex.dispar,1.58924,1.58924,1.58924,1.58924,Sorex.dispar->n1054,91.45,13.7,2.33016,13.7
2830,1608,5.09354,Sorex.bairdii,2.12106,2.12106,2.12106,2.12106,Sorex.bairdii->n1054,91.45,13.7,9.55691,13.7
2831,1609,0.0252093,Sorex.palustris,2.52333,2.52333,2.52333,2.52333,Sorex.palustris->n1055,96.65,3.3,1.36991,3.3
2831,1610,1.24808,Sorex.bendirii,2.76506,2.76506,2.76506,2.76506,Sorex.bendirii->n1055,96.65,3.3,9.639,3.3
2832,1611,0.00755316,Sorex.monticolus,1.79176,1.79176,1.79176,1.79176,Sorex.monticolus->n1056,94.65,7.3,0.504163,7.3
2832,1612,0.0877018,Sorex.vagrans,1.71919,1.71919,1.71919,1.71919,Sorex.vagrans->n1056,94.65,7.3,1.71795,7.3
2832,1613,0.458662,Sorex.pacificus,1.9036,1.9036,1.9036,1.9036,Sorex.pacificus->n1056,94.65,7.3,3.92874,7.3
2833,1614,0.0224878,Sorex.trowbridgii,1.49065,1.49065,1.49065,1.49065,Sorex.trowbridgii->n1057,93.8,9,0.783467,9
2833,1615,0.49114,Sorex.merriami,1.38629,1.38629,1.38629,1.38629,Sorex.merriami->n1057,93.8,9,3.66142,9
2835,1616,0.585628,Blarina.hylophaga,2.67415,2.67415,2.67415,2.67415,Blarina.hylophaga->n1059,91.5,13.6,3.25244,13.6
2836,1617,2.97921,Blarina.carolinensis,2.22462,2.22462,2.22462,2.22462,Blarina.carolinensis->n1060,92.25,12.1,7.77724,12.1
2836,1618,7.60521,Blarina.brevicauda,3.07408,3.07408,3.07408,3.07408,Blarina.brevicauda->n1060,92.25,12.1,12.426,12.1
2834,1619,5.20565,Cryptotis.parva,1.82455,1.82455,1.82455,1.82455,Cryptotis.parva->n1058,86.5,23.6,7.36122,23.6
2838,1620,0.474744,Neomys.anomalus,2.77259,2.77259,2.77259,2.77259,Neomys.anomalus->n1062,92.8,11,3.25613,11
2838,1621,0.0107088,Neomys.fodiens,2.66166,2.66166,2.66166,2.66166,Neomys.fodiens->n1062,92.8,11,0.489036,11
2837,1622,20.3532,Notiosorex.crawfordi,1.42311,1.42311,1.42311,1.42311,Notiosorex.crawfordi->n1061,81.6,33.4,12.2352,33.4
2839,1623,7.58514,Solenodon.cubanus,6.90776,6.90776,6.90776,6.90776,Solenodon.cubanus->n1063,78.3,40,6.82527,40
2839,1624,4.83089,Solenodon.paradoxus,6.80239,6.80239,6.80239,6.80239,Solenodon.paradoxus->n1063,78.3,40,5.44692,40
2845,1625,32.6767,Geogale.aurita,1.90061,1.90061,1.90061,1.90061,Geogale.aurita->n1069,79.059,38.4949,14.4406,38.4949
2850,1626,110.492,Limnogale.mergulus,4.52179,4.52179,4.52179,4.52179,Limnogale.mergulus->n1074,95.6676,5.2777,71.7152,5.2777
2850,1627,0.108035,Microgale.taiva,2.4681,2.4681,2.4681,2.4681,Microgale.taiva->n1074,95.6676,5.2777,2.24247,5.2777
2849,1628,29.945,Microgale.parvula,1.16315,1.16315,1.16315,1.16315,Microgale.parvula->n1073,91.0555,14.502,22.5225,14.502
2848,1629,0.438791,Microgale.brevicaudata,2.18605,2.18605,2.18605,2.18605,Microgale.brevicaudata->n1072,88.6197,19.3737,2.3588,19.3737
2852,1630,0.579504,Microgale.cowani,2.62467,2.62467,2.62467,2.62467,Microgale.cowani->n1076,92.9518,10.7095,3.64596,10.7095
2852,1631,0.881377,Microgale.jobihely,2.30259,2.30259,2.30259,2.30259,Microgale.jobihely->n1076,92.9518,10.7095,4.49639,10.7095
2855,1632,0.671578,Microgale.longicaudata,2.08939,2.08939,2.08939,2.08939,Microgale.longicaudata->n1079,93.7377,9.13759,4.24913,9.13759
2855,1633,0.168403,Microgale.principula,2.32239,2.32239,2.32239,2.32239,Microgale.principula->n1079,93.7377,9.13759,2.12778,9.13759
2854,1634,30.2075,Microgale.pusilla,1.25276,1.25276,1.25276,1.25276,Microgale.pusilla->n1078,90.8895,14.8341,22.3663,14.8341
2853,1635,56.8526,Microgale.talazaci,3.87536,3.87536,3.87536,3.87536,Microgale.talazaci->n1077,89.9642,16.6845,28.9325,16.6845
2846,1636,22.5937,Oryzorictes.hova,3.78872,3.78872,3.78872,3.78872,Oryzorictes.hova->n1070,81.0591,34.4949,12.6848,34.4949
2857,1637,6.98226,Echinops.telfairi,4.47164,4.47164,4.47164,4.47164,Echinops.telfairi->n1081,93.6753,9.26254,13.6082,9.26254
2857,1638,11.3133,Setifer.setosus,5.60947,5.60947,5.60947,5.60947,Setifer.setosus->n1081,93.6753,9.26254,17.322,9.26254
2858,1639,3.96319,Hemicentetes.semispinosus,4.75359,4.75359,4.75359,4.75359,Hemicentetes.semispinosus->n1082,88.4745,19.6639,7.03648,19.6639
2858,1640,72.8353,Tenrec.ecaudatus,6.74759,6.74759,6.74759,6.74759,Tenrec.ecaudatus->n1082,88.4745,19.6639,30.1651,19.6639
2860,1641,2.06313,Micropotamogale.lamottei,4.35671,4.35671,4.35671,4.35671,Micropotamogale.lamottei->n1084,84.8925,26.8279,4.34648,26.8279
2860,1642,96.1133,Potamogale.velox,6.48616,6.48616,6.48616,6.48616,Potamogale.velox->n1084,84.8925,26.8279,29.6665,26.8279
2861,1643,57.5168,Protenrec.tricuspis,1.14422,1.14422,1.14422,1.14422,Protenrec.tricuspis->n1085,65.5534,28.5309,22.254,28.5309
2861,1644,1.13085,Dilambdogale.gheerbranti,2.37955,2.37955,2.37955,2.37955,Dilambdogale.gheerbranti->n1085,57.5919,12.6079,4.69406,12.6079
2867,1645,0.385286,Carpitalpa.arendsi,3.94158,3.94158,3.94158,3.94158,Carpitalpa.arendsi->n1091,95.171,6.27083,3.88505,6.27083
2868,1646,2.8607,Neamblysomus.gunningi,4.08766,4.08766,4.08766,4.08766,Neamblysomus.gunningi->n1092,97.0335,2.54583,16.6146,2.54583
